,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
MLP,5.8258510000000001,11.565531,17.311781,23.282975,29.013282,34.779559999999996,40.540422999999997,46.266016,52.030709000000002,57.720025999999997,63.573101999999999,70.091892000000001,76.102418999999998,82.038886000000005,88.193098000000006,94.081736000000006,99.932995000000005,105.734211,111.53092700000001,117.31882299999999,,0.14521999999999999,0.095612000000000003,0.091038999999999995,0.090017,0.086337999999999998,0.084766999999999995,0.083765999999999993,0.083306000000000005,0.083287,0.083265000000000006,0.083447999999999994,0.083672999999999997,0.083849000000000007,0.084007999999999999,0.084132999999999999,0.084222000000000005,0.084294999999999995,0.084349999999999994,0.084386000000000003,0.084412000000000001,,9569,9740,9753,9756,9782,9782,9789,9794,9797,9802,9804,9802,9804,9804,9804,9804,9804,9803,9802,9802,
MLP,6.0323700000000002,12.418018,18.406409,24.285005000000002,30.379376000000001,36.275106999999998,42.222709999999999,48.176859,54.360463000000003,60.471924999999999,66.358355000000003,72.159379999999999,77.928472999999997,83.709033000000005,89.571369000000004,95.332538999999997,101.13645699999999,106.92271,112.69404400000001,118.48332000000001,,0.14521999999999999,0.095612000000000003,0.091038999999999995,0.090017,0.086337999999999998,0.084766999999999995,0.083765999999999993,0.083306000000000005,0.083287,0.083265000000000006,0.083447999999999994,0.083672999999999997,0.083849000000000007,0.084007999999999999,0.084132999999999999,0.084222000000000005,0.084294999999999995,0.084349999999999994,0.084386000000000003,0.084412000000000001,,9569,9740,9753,9756,9782,9782,9789,9794,9797,9802,9804,9802,9804,9804,9804,9804,9804,9803,9802,9802,
MLP,5.8959169999999999,11.987593,18.076015000000002,24.332207,31.076446000000001,37.325367,44.009112999999999,50.540491000000003,56.766041000000001,62.925705000000001,69.544293999999994,75.696155000000005,82.089696000000004,88.667592999999997,94.780844000000002,102.167688,109.205467,115.53237,121.51690499999999,127.265128,,0.14521999999999999,0.095612000000000003,0.091038999999999995,0.090017,0.086337999999999998,0.084766999999999995,0.083765999999999993,0.083306000000000005,0.083287,0.083265000000000006,0.083447999999999994,0.083672999999999997,0.083849000000000007,0.084007999999999999,0.084132999999999999,0.084222000000000005,0.084294999999999995,0.084349999999999994,0.084386000000000003,0.084412000000000001,,9569,9740,9753,9756,9782,9782,9789,9794,9797,9802,9804,9802,9804,9804,9804,9804,9804,9803,9802,9802,
MLP,6.4430690000000004,12.876089,19.159728000000001,25.162493000000001,31.185220000000001,37.213183000000001,43.375343000000001,49.658261000000003,55.719741999999997,61.566853999999999,67.389353,73.685218000000006,80.021225000000001,86.217449999999999,92.452347000000003,98.778936000000002,105.01727200000001,111.549312,118.465082,124.457489,,0.14521999999999999,0.095612000000000003,0.091038999999999995,0.090017,0.086337999999999998,0.084766999999999995,0.083765999999999993,0.083306000000000005,0.083287,0.083265000000000006,0.083447999999999994,0.083672999999999997,0.083849000000000007,0.084007999999999999,0.084132999999999999,0.084222000000000005,0.084294999999999995,0.084349999999999994,0.084386000000000003,0.084412000000000001,,9569,9740,9753,9756,9782,9782,9789,9794,9797,9802,9804,9802,9804,9804,9804,9804,9804,9803,9802,9802,
MLP,6.4351029999999998,12.886462,19.143920000000001,25.242045999999998,31.397165999999999,37.698611,44.431224,50.328912000000003,56.070383,61.800623999999999,67.531249000000003,73.272301999999996,79.001390999999998,84.719029000000006,90.524632999999994,96.271156000000005,102.015719,107.76343,113.541805,119.315398,,0.14521999999999999,0.095612000000000003,0.091038999999999995,0.090017,0.086337999999999998,0.084766999999999995,0.083765999999999993,0.083306000000000005,0.083287,0.083265000000000006,0.083447999999999994,0.083672999999999997,0.083849000000000007,0.084007999999999999,0.084132999999999999,0.084222000000000005,0.084294999999999995,0.084349999999999994,0.084386000000000003,0.084412000000000001,,9569,9740,9753,9756,9782,9782,9789,9794,9797,9802,9804,9802,9804,9804,9804,9804,9804,9803,9802,9802,
MLP,6.126462000000001,12.3467386,18.419570600000004,24.460945200000001,30.610298,36.658365599999996,42.915762599999994,48.994107800000002,54.989467599999998,60.897026800000006,66.879270599999998,72.980989399999999,79.028640800000005,85.0703982,91.104458199999996,97.326410999999993,103.46158199999999,109.50040659999999,115.54975259999999,121.36803159999999,,0.14521999999999999,0.095612000000000003,0.091038999999999995,0.090017,0.086337999999999998,0.084766999999999995,0.083765999999999993,0.083306000000000005,0.083287,0.083265000000000006,0.083447999999999994,0.083672999999999997,0.083849000000000007,0.084007999999999999,0.084132999999999999,0.084222000000000005,0.084294999999999995,0.084349999999999994,0.084386000000000003,0.084412000000000001,,9569,9740,9753,9756,9782,9782,9789,9794,9797,9802,9804,9802,9804,9804,9804,9804,9804,9803,9802,9802,
w-MLP,6.4375850000000003,12.978025000000001,19.332021000000001,25.692608,32.102992,38.375810000000001,44.426665999999997,50.583457000000003,57.119571000000001,63.333547000000003,69.185669000000004,75.056354999999996,80.913893999999999,86.775594999999996,92.688806,98.548547999999997,104.397229,110.22058,116.10625400000001,121.92747900000001,,0.12517200000000001,0.097845000000000001,0.090773000000000006,0.083128999999999995,0.078155000000000002,0.075513999999999998,0.074163000000000007,0.073646000000000003,0.073594999999999994,0.073752999999999999,0.073904999999999998,0.074039999999999995,0.074159000000000003,0.074246000000000006,0.074315000000000006,0.074359999999999996,0.074398000000000006,0.074422000000000002,0.074440000000000006,0.074453000000000005,,9604,9690,9715,9749,9762,9792,9794,9795,9802,9802,9805,9808,9807,9805,9804,9806,9806,9807,9807,9807,
w-MLP,6.517684,13.070307,19.500796999999999,25.749126,32.179791000000002,38.736305999999999,44.823390000000003,50.913240000000002,56.934227,62.938004999999997,68.995322000000002,75.146321999999998,81.347594999999998,87.654431000000002,94.168051000000006,100.593937,107.315135,114.812405,121.125339,127.285676,,0.130773,0.101522,0.096306000000000003,0.088544999999999999,0.081504999999999994,0.078535999999999995,0.077432000000000001,0.076760999999999996,0.076633000000000007,0.076765,0.076916999999999999,0.077162999999999995,0.077334,0.077468999999999996,0.077567999999999998,0.077643000000000004,0.077696000000000001,0.077732999999999997,0.077758999999999995,0.077778,,9576,9688,9706,9736,9749,9762,9765,9778,9785,9782,9784,9785,9783,9780,9779,9778,9777,9777,9777,9776,
w-MLP,6.7141679999999999,12.948141,19.476044000000002,26.028419,32.379964999999999,39.219926999999998,45.729461999999998,52.027650999999999,58.754289,65.581723999999994,72.212692000000004,78.390635000000003,84.471779999999995,90.663771999999994,96.814689000000001,102.885668,108.976069,115.086517,121.211859,127.307625,,0.12898200000000001,0.095942,0.088289999999999993,0.083271999999999999,0.079053999999999999,0.075825000000000004,0.073566999999999994,0.072419999999999998,0.071826000000000001,0.071627999999999997,0.071509000000000003,0.071495000000000003,0.071485999999999994,0.071499999999999994,0.071513999999999994,0.071521000000000001,0.071530999999999997,0.071538000000000004,0.071541999999999994,0.071545999999999998,,9588,9712,9739,9758,9767,9781,9792,9799,9800,9800,9801,9802,9803,9803,9804,9803,9803,9802,9802,9801,
